date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:28:46	20811/20811	---MCZ	200	added ('OK')	text/html	etag:W/%22a8703ee8bc6681c92d7fe62bfd42cb5a%22	https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112?_ga=2.2856500.585344494.1494023185-1099449094.1493888385	D:/WEB/mp3/preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112000c.html	(from )
18:28:47	0/0	---M--	200	added ('OK')	text/plain	etag:%225c809978-0%22	https://preview.codecanyon.net/robots.txt		(from )
18:28:47	0/0	---MC-	410	error ('Gone')	text/html	date:Thu,%2007%20Mar%202019%2014:28:48%20GMT	https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/&quot;http://notes.envato.com/envatos-most-wanted/winners-audio-players/&quot...%22	D:/WEB/mp3/preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/&quot;http_/notes.envato.com/envatos-most-wanted/winners-audio-players/&quot..._	(from https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112?_ga=2.2856500.585344494.1494023185-1099449094.1493888385)
18:28:48	191426/191426	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Feb%202019%2002:40:39%20GMT	https://public-assets.envato-static.com/assets/market/core/index-82ef8ec85ef4fe4d64d82c1a0482126f3e45008e84d3aa9d89938d1b81791e1b.css	D:/WEB/mp3/public-assets.envato-static.com/assets/market/core/index-82ef8ec85ef4fe4d64d82c1a0482126f3e45008e84d3aa9d89938d1b81791e1b.css	(from https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112?_ga=2.2856500.585344494.1494023185-1099449094.1493888385)
18:28:48	1977/1977	---MCZ	200	added ('OK')	text/css	date:Wed,%2014%20Nov%202018%2003:07:48%20GMT	https://public-assets.envato-static.com/assets/market/pages/preview/index-004d35cdd5d555cdd3e956d1b916825642de06529f0fe91fd9f390813761d2fc.css	D:/WEB/mp3/public-assets.envato-static.com/assets/market/pages/preview/index-004d35cdd5d555cdd3e956d1b916825642de06529f0fe91fd9f390813761d2fc.css	(from https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112?_ga=2.2856500.585344494.1494023185-1099449094.1493888385)
18:28:48	2782/2782	---M--	200	added ('OK')	image/png	etag:%229a7fbd1bf1195dfb4c9ec6cc26fe277f%22	https://public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-72x72-precomposed.png	D:/WEB/mp3/public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-72x72-precomposed.png	(from https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112?_ga=2.2856500.585344494.1494023185-1099449094.1493888385)
18:28:49	5856/5856	---M--	200	added ('OK')	image/png	etag:%22e38ae0192345aa07a18c766bad14e800%22	https://public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-114x114-precomposed.png	D:/WEB/mp3/public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-114x114-precomposed.png	(from https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112?_ga=2.2856500.585344494.1494023185-1099449094.1493888385)
18:28:49	7897/7897	---M--	200	added ('OK')	image/png	etag:%22e954d9547f8ce2fda99aaadc9bcb253f%22	https://public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-144x144-precomposed.png	D:/WEB/mp3/public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-144x144-precomposed.png	(from https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112?_ga=2.2856500.585344494.1494023185-1099449094.1493888385)
18:28:50	7897/7897	---M--	200	added ('OK')	image/png	etag:%22e954d9547f8ce2fda99aaadc9bcb253f%22	https://public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-precomposed.png	D:/WEB/mp3/public-assets.envato-static.com/icons/codecanyon.net/apple-touch-icon-precomposed.png	(from https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112?_ga=2.2856500.585344494.1494023185-1099449094.1493888385)
18:28:50	133691/133691	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Feb%202019%2000:08:34%20GMT	https://public-assets.envato-static.com/assets/market/pages/full_screen_preview/index-12e66d37dd6c1db6ed91e7082e89ba9199cc383f24ec4f3cbd4ca469daf998b9.js	D:/WEB/mp3/public-assets.envato-static.com/assets/market/pages/full_screen_preview/index-12e66d37dd6c1db6ed91e7082e89ba9199cc383f24ec4f3cbd4ca469daf998b9.js	(from https://preview.codecanyon.net/item/gear-html5-audio-player/full_screen_preview/7724112?_ga=2.2856500.585344494.1494023185-1099449094.1493888385)
